semester,group,n_students,feature,raw_feature,family,mean_abs_shap,mean_shap
3,Underperforming,46,S2,numeric__S2,Semester GPA,0.18246113631205094,-0.17517361997240838
3,Underperforming,46,S3,numeric__S3,Semester GPA,0.25417039715347567,-0.24288075792015212
3,Underperforming,46,Maths 2,numeric__Maths 2,Module grade,0.027619804997963914,0.02198585877797787
3,Underperforming,46,MgtAccounting,numeric__MgtAccounting,Module grade,0.006262853888337428,0.003580332193077282
3,Underperforming,46,StatsII,numeric__StatsII,Module grade,0.030356968317934826,0.012337276670101562
3,Underperforming,46,MIS,numeric__MIS,Module grade,0.013695414300971093,-0.0048421264866841665
3,Underperforming,46,Missing: English,numeric__missingindicator_English,Pre-academic,0.00390607365912289,-0.0004553023608012386
3,Underperforming,46,Missing: StatsII,numeric__missingindicator_StatsII,Module grade,0.002278576827771147,0.002278576827771147
3,Underperforming,46,Missing: MIS,numeric__missingindicator_MIS,Module grade,0.002278576827771182,0.002278576827771182
3,Underperforming,46,Gender_M,categorical__Gender_M,Demographic,0.010768072888447541,-0.003443921001475831
3,Underperforming,46,Department_BPM,categorical__Department_BPM,Demographic,0.01271094269926803,-0.0026272429752243476
3,Underperforming,46,Department_FSM,categorical__Department_FSM,Demographic,0.01829423566350374,0.01002113105052781
3,Underperforming,46,District_Badulla,categorical__District_Badulla,Demographic,0.0037170242171145076,0.0006444759224582934
3,Underperforming,46,District_Batticaloa,categorical__District_Batticaloa,Demographic,0.00017682985998589593,-0.00017682985998589593
3,Underperforming,46,District_Colombo,categorical__District_Colombo,Demographic,0.009628387474777253,0.006621400236581846
3,Underperforming,46,District_Galle,categorical__District_Galle,Demographic,0.0015777911491294476,0.0014689216104565267
3,Underperforming,46,District_Gampaha,categorical__District_Gampaha,Demographic,0.005027283553806936,0.0012554455856053444
3,Underperforming,46,District_Kalutara,categorical__District_Kalutara,Demographic,0.005330495494363368,-0.0015613993914807471
3,Underperforming,46,District_Kandy,categorical__District_Kandy,Demographic,0.003963404374644847,0.003963404374644847
3,Underperforming,46,District_Kurunegala,categorical__District_Kurunegala,Demographic,0.005813931184475852,0.003828103064449425
3,Underperforming,46,District_Matara,categorical__District_Matara,Demographic,0.001081173013708788,-0.0003252983314240551
3,Underperforming,46,District_Ratnapura,categorical__District_Ratnapura,Demographic,0.004912552030333174,-0.0017280196693488046
3,Underperforming,46,District (rare categories),categorical__District_infrequent_sklearn,Demographic,0.010818782046475602,-0.0014242844772272693
3,Underperforming,46,MediumAL_S,categorical__MediumAL_S,Demographic,0.004694130648610629,0.00034870419769646
3,Underperforming,46,MediumAL_T,categorical__MediumAL_T,Demographic,0.007719539760560462,-0.001558378347262569
3,Underperforming,46,District_Kegalle,categorical__District_Kegalle,Demographic,0.003689293057830134,-0.000867290551335766
3,Underperforming,46,District_Puttalam,categorical__District_Puttalam,Demographic,0.0007640982559593243,-0.0007640982559593243
3,Underperforming,46,District_Nuwaraeliya,categorical__District_Nuwaraeliya,Demographic,6.364878907362217e-05,6.364878907362217e-05
3,Average,43,Zscore,numeric__Zscore,Pre-academic,0.013733921206807113,0.0004880891684988796
3,Average,43,English,numeric__English,Pre-academic,0.005663409865120073,-0.00029020550325748953
3,Average,43,S1,numeric__S1,Semester GPA,0.05787707299325256,-0.02680198495177859
3,Average,43,S2,numeric__S2,Semester GPA,0.061558834330689566,-0.023622143148250674
3,Average,43,S3,numeric__S3,Semester GPA,0.0740718359144996,-0.04535747537918924
3,Average,43,Maths 2,numeric__Maths 2,Module grade,0.022449755822013147,0.005981864360564325
3,Average,43,MgtAccounting,numeric__MgtAccounting,Module grade,0.0035174110329399323,0.00016442243894519384
3,Average,43,StatsII,numeric__StatsII,Module grade,0.014988116490177707,-0.00028336044310441413
3,Average,43,MIS,numeric__MIS,Module grade,0.01036945542191391,-0.00038977625307976243
3,Average,43,Missing: English,numeric__missingindicator_English,Pre-academic,0.0015552870585541427,-0.0008865473735481254
3,Average,43,Missing: StatsII,numeric__missingindicator_StatsII,Module grade,0.002369406316118607,0.002369406316118607
3,Average,43,Missing: MIS,numeric__missingindicator_MIS,Module grade,0.002369406316118643,0.002369406316118643
3,Average,43,Gender_M,categorical__Gender_M,Demographic,0.01057566068843044,-0.003455496216215012
3,Average,43,Department_BPM,categorical__Department_BPM,Demographic,0.01281942207237986,-0.001991100481306084
3,Average,43,Department_FSM,categorical__Department_FSM,Demographic,0.020734102162754474,0.006116344943436175
3,Average,43,District_Badulla,categorical__District_Badulla,Demographic,0.002157252300604398,-0.0012519276419543784
3,Average,43,District_Batticaloa,categorical__District_Batticaloa,Demographic,0.0001891668269616561,-0.0001891668269616561
3,Average,43,District_Colombo,categorical__District_Colombo,Demographic,0.013284275441223235,-0.0005294000893952507
3,Average,43,District_Galle,categorical__District_Galle,Demographic,0.004335312402142148,-0.0009624690669331266
3,Average,43,District_Gampaha,categorical__District_Gampaha,Demographic,0.004329167077713792,0.00023016273722002985
3,Average,43,District_Kalutara,categorical__District_Kalutara,Demographic,0.004292141000813906,-0.0028682440281756804
3,Average,43,District_Kandy,categorical__District_Kandy,Demographic,0.00779260521791162,-0.0003929786407535567
3,Average,43,District_Kurunegala,categorical__District_Kurunegala,Demographic,0.001126819936634902,-0.000991838509309893
3,Average,43,District_Matara,categorical__District_Matara,Demographic,0.0016635174481387147,0.0006820249351774006
3,Average,43,District_Ratnapura,categorical__District_Ratnapura,Demographic,0.008879745072847306,0.0025527246059754284
