feature,raw_feature,mean_abs_shap,mean_shap,semester,family
District_Galle,categorical__District_Galle,0.0017642167199632616,-0.0005205499267181322,5,Demographic
District_Gampaha,categorical__District_Gampaha,0.0011085038256668882,-0.0006163151747378714,5,Demographic
District_Kalutara,categorical__District_Kalutara,5.2790627883728274e-05,1.7220472197365906e-05,5,Demographic
District_Kandy,categorical__District_Kandy,0.0018595725831510772,0.00014651177927856962,5,Demographic
District_Kegalle,categorical__District_Kegalle,0.00040503857130826755,6.85183022127477e-05,5,Demographic
District_Kurunegala,categorical__District_Kurunegala,0.002019255254530279,7.640425287411859e-05,5,Demographic
District_Matara,categorical__District_Matara,0.001763692768879442,0.0007862244873317997,5,Demographic
District_Nuwaraeliya,categorical__District_Nuwaraeliya,3.293096925159057e-05,-1.206894161053038e-06,5,Demographic
District_Puttalam,categorical__District_Puttalam,0.0007383603658753999,-0.0002251737286002995,5,Demographic
District_Ratnapura,categorical__District_Ratnapura,0.0038773241997103257,-0.0006732057401694878,5,Demographic
District_infrequent_sklearn,categorical__District_infrequent_sklearn,0.007041851499224526,0.0002539684147261294,5,Demographic
MediumAL_E,categorical__MediumAL_E,0.001976293514516972,-0.0006742648461293204,5,Demographic
MediumAL_S,categorical__MediumAL_S,0.008376429826599505,-0.00038323535154377017,5,Demographic
MediumAL_T,categorical__MediumAL_T,0.002570637082731814,0.00035027156554544384,5,Demographic
Zscore,numeric__Zscore,0.01169565678838864,0.004148268245210132,6,Pre-academic
English,numeric__English,0.01627078983595682,0.000686965752294714,6,Pre-academic
S1,numeric__S1,0.06487021797702958,0.03327307331081996,6,Semester GPA
S2,numeric__S2,0.0583376912881291,0.05397664305913025,6,Semester GPA
S3,numeric__S3,0.1152317477984399,0.007895293189112395,6,Semester GPA
S4,numeric__S4,0.07246811970113748,0.01852364152122538,6,Semester GPA
S5,numeric__S5,0.05422209697254116,0.018660620235745357,6,Semester GPA
S6,numeric__S6,0.0795051439359306,-0.05261573157253555,6,Semester GPA
Maths 2,numeric__Maths 2,0.012545878673407585,0.01242647165164035,6,Module grade
MgtAccounting,numeric__MgtAccounting,0.004176236734014007,-0.003498226824826324,6,Module grade
StatsII,numeric__StatsII,0.014783050008686289,-0.005800828008971471,6,Module grade
MIS,numeric__MIS,0.007008643701478487,-0.0038207120521202786,6,Module grade
DataV,numeric__DataV,0.0032381282822459734,0.0022228445830049575,6,Module grade
Missing: English,numeric__missingindicator_English,0.0008289852253141605,-0.00025281109708162326,6,Pre-academic
Missing: StatsII,numeric__missingindicator_StatsII,0.0021184515579797886,-0.00040623239067441304,6,Module grade
Missing: MIS,numeric__missingindicator_MIS,0.0031260532138779563,-0.0031260532138779563,6,Module grade
Missing: DataV,numeric__missingindicator_DataV,0.007941349007936119,0.007941349007936119,6,Module grade
Gender_F,categorical__Gender_F,0.00023429677164548185,1.650571450034567e-05,6,Demographic
Gender_M,categorical__Gender_M,0.0002342967716455004,1.6505714500346934e-05,6,Demographic
Department_BA,categorical__Department_BA,0.0015883725960504987,0.000582904349128943,6,Demographic
Department_BPM,categorical__Department_BPM,0.00280659235538014,-0.0006774533271607237,6,Demographic
Department_FSM,categorical__Department_FSM,0.0024727327683979933,0.00063255954540414,6,Demographic
District_Anuradhapura,categorical__District_Anuradhapura,0.0015115957038167084,0.0001190954190885898,6,Demographic
District_Badulla,categorical__District_Badulla,0.000952247073445901,-0.00010580523038287815,6,Demographic
District_Batticaloa,categorical__District_Batticaloa,0.0018384380103280951,-0.0005687254276554528,6,Demographic
District_Colombo,categorical__District_Colombo,0.004854392822759452,0.0010777532612063333,6,Demographic
District_Galle,categorical__District_Galle,0.0015885845021766081,-0.00046872787046866546,6,Demographic
District_Gampaha,categorical__District_Gampaha,0.001079429836970957,-0.0006001503767384789,6,Demographic
District_Kalutara,categorical__District_Kalutara,0.00011370087917192901,3.708959160153836e-05,6,Demographic
District_Kandy,categorical__District_Kandy,0.0017172506802838217,0.0001352985384466038,6,Demographic
District_Kegalle,categorical__District_Kegalle,0.00014698907618689833,2.486538976180935e-05,6,Demographic
District_Kurunegala,categorical__District_Kurunegala,0.003928614377151644,0.0001486502737300606,6,Demographic
District_Matara,categorical__District_Matara,0.002035992799647322,0.0009076112480355554,6,Demographic
District_Nuwaraeliya,categorical__District_Nuwaraeliya,8.297084960110164e-05,-3.040816477527329e-06,6,Demographic
District_Puttalam,categorical__District_Puttalam,0.0004115523401476328,-0.00012550886969041293,6,Demographic
District_Ratnapura,categorical__District_Ratnapura,0.0008675875783504333,-0.00015063608503227302,6,Demographic
District_infrequent_sklearn,categorical__District_infrequent_sklearn,0.004174262358100623,0.00015054716701346502,6,Demographic
MediumAL_E,categorical__MediumAL_E,0.0021040121334268687,-0.0007178394337574016,6,Demographic
MediumAL_S,categorical__MediumAL_S,0.005373502721020647,-0.00024584652971989976,6,Demographic
MediumAL_T,categorical__MediumAL_T,0.00022914586461539774,3.12231085734607e-05,6,Demographic
